pts,elo_i,opp_pts,elo_n
100.00,1565.3157,103,1554.8761
94.00,1600.973,101,1583.0741
101.00,1425.8956,94,1443.7946
124.00,1625.3859,107,1635.235
107.00,1427.3683,124,1417.5192
118.00,1406.071,119,1402.5112
119.00,1339.4463,118,1343.0061
97.00,1382.9387,100,1374.3575
100.00,1348.1974,97,1356.7786
130.00,1304.3773,125,1312.4666
125.00,1443.8633,130,1435.774
109.00,1526.363,112,1517.9606
112.00,1499.3134,109,1507.7158
111.00,1554.8761,113,1546.0532
113.00,1250.8419,111,1259.6648
97.00,1516.1799,115,1505.8033
115.00,1511.2106,97,1521.5872
92.00,1136.9321,110,1136.0559
110.00,1583.0741,92,1583.9503
98.00,1454.2216,122,1441.4664
122.00,1448.0382,98,1460.7933
123.00,1497.2755,129,1484.8013
129.00,1443.7946,123,1456.2688
111.00,1461.9407,103,1468.0521
103.00,1264.1625,111,1258.051
116.00,1343.0061,126,1337.575
126.00,1395.5193,116,1400.9504
146.00,1417.6462,141,1422.0295
141.00,1402.5112,146,1398.1279
117.00,1441.4664,128,1432.5231
128.00,1395.0444,117,1403.9878
118.00,1546.0532,102,1557.1504
102.00,1385.5393,118,1374.4421
84.00,1136.0559,108,1132.5909
108.00,1583.9503,84,1587.4153
108.00,1456.2688,91,1464.4509
91.00,1417.5192,108,1409.337
125.00,1435.774,110,1449.4443
110.00,1539.9363,125,1526.266
145.00,1517.9606,101,1530.2289
101.00,1422.0295,145,1409.7612
93.00,1259.6648,102,1258.0962
102.00,1532.632,93,1534.2006
114.00,1468.0521,117,1464.5953
117.00,1484.8013,114,1488.2581
117.00,1409.337,125,1398.5796
125.00,1460.7933,117,1471.5508
99.00,1409.7612,108,1403.0171
108.00,1400.9504,99,1407.6946
126.00,1449.4443,123,1455.1866
123.00,1356.7786,126,1351.0363
116.00,1403.9878,112,1410.3545
112.00,1505.8033,116,1499.4366
113.00,1258.0962,94,1263.8409
94.00,1132.5909,113,1126.8462
137.00,1521.5872,122,1525.9541
122.00,1374.4421,137,1370.0752
114.00,1534.2006,124,1529.9243
124.00,1635.235,114,1639.5112
118.00,1258.051,122,1253.9539
122.00,1464.4509,118,1468.5481
129.00,1464.5953,116,1480.0537
116.00,1432.5231,129,1417.0647
112.00,1351.0363,115,1348.7687
115.00,1455.1866,112,1457.4542
129.00,1526.266,117,1535.7814
117.00,1374.3575,129,1364.8422
143.00,1312.4666,121,1329.6705
121.00,1407.6946,143,1390.4906
123.00,1530.2289,104,1544.2211
104.00,1398.1279,123,1384.1357
111.00,1337.575,104,1355.2968
104.00,1507.7158,111,1489.994
104.00,1410.3545,116,1400.6398
116.00,1557.1504,104,1566.8651
128.00,1529.9243,134,1524.0453
134.00,1499.4366,128,1505.3157
110.00,1639.5112,119,1623.1573
119.00,1370.0752,110,1386.4291
112.00,1263.8409,123,1251.29
123.00,1126.8462,112,1139.3971
98.00,1587.4153,87,1592.9355
87.00,1525.9541,98,1520.4338
108.00,1253.9539,118,1245.8501
118.00,1417.0647,108,1425.1685
131.00,1488.2581,135,1482.1718
135.00,1398.5796,131,1404.6659
108.00,1471.5508,99,1484.9753
99.00,1468.5481,108,1455.1235
128.00,1355.2968,124,1360.2007
124.00,1390.4906,128,1385.5867
131.00,1384.1357,117,1410.2166
117.00,1535.7814,131,1509.7006
102.00,1403.0171,117,1391.5219
117.00,1544.2211,102,1555.7163
113.00,1489.994,104,1495.5913
104.00,1457.4542,113,1451.8569
136.00,1480.0537,135,1484.1909
135.00,1386.4291,136,1382.2919
103.00,1139.3971,116,1136.0857
116.00,1520.4338,103,1523.7452
101.00,1251.29,131,1249.3212
131.00,1623.1573,101,1625.1262
118.00,1482.1718,133,1469.2367
133.00,1592.9355,118,1605.8706
132.00,1245.8501,134,1243.1558
134.00,1484.9753,132,1487.6697
108.00,1404.6659,110,1398.3453
110.00,1425.1685,108,1431.489
118.00,1410.2166,106,1424.282
106.00,1364.8422,118,1350.7767
108.00,1360.2007,129,1355.9702
129.00,1555.7163,108,1559.9468
88.00,1566.8651,113,1557.1042
113.00,1625.1262,88,1634.8871
125.00,1348.7687,119,1356.5895
119.00,1451.8569,125,1444.0361
144.00,1509.7006,115,1515.4979
115.00,1329.6705,144,1323.8732
80.00,1136.0857,121,1133.8311
121.00,1523.7452,80,1525.9999
119.00,1400.6398,115,1413.5939
115.00,1557.1042,119,1544.1501
129.00,1469.2367,133,1460.911
133.00,1487.6697,129,1495.9954
119.00,1398.3453,108,1414.007
108.00,1605.8706,119,1590.209
138.00,1524.0453,108,1548.4681
108.00,1455.1235,138,1430.7007
131.00,1515.4979,123,1522.7124
123.00,1356.5895,131,1349.375
116.00,1444.0361,100,1449.2886
100.00,1323.8732,116,1318.6207
104.00,1385.5867,102,1392.4275
102.00,1391.5219,104,1384.681
132.00,1355.9702,160,1345.8848
160.00,1424.282,132,1434.3674
104.00,1525.9999,103,1527.8811
103.00,1249.3212,104,1247.4399
120.00,1382.2919,115,1389.9357
115.00,1505.3157,120,1497.6719
133.00,1431.489,102,1445.2634
102.00,1413.5939,133,1399.8195
109.00,1392.4275,102,1397.0327
102.00,1349.375,109,1344.7698
128.00,1522.7124,146,1499.8169
146.00,1495.5913,128,1518.4868
116.00,1350.7767,95,1360.5396
95.00,1318.6207,116,1308.8579
105.00,1384.681,104,1393.2838
104.00,1559.9468,105,1551.344
112.00,1527.8811,128,1517.2052
128.00,1497.6719,112,1508.3478
117.00,1389.9357,100,1392.5363
100.00,1133.8311,117,1131.2305
123.00,1544.1501,113,1551.2002
113.00,1548.4681,123,1541.4181
115.00,1590.209,102,1591.5211
102.00,1247.4399,115,1246.1278
105.00,1495.9954,100,1500.4452
100.00,1484.1909,105,1479.7411
127.00,1460.911,115,1466.7549
115.00,1399.8195,127,1393.9756
107.00,1393.2838,102,1401.886
102.00,1551.344,107,1542.7418
136.00,1308.8579,121,1319.3776
121.00,1345.8848,136,1335.3651
131.00,1434.3674,145,1428.5978
145.00,1518.4868,131,1524.2565
130.00,1392.5363,118,1408.796
118.00,1393.9756,130,1377.7158
114.00,1517.2052,117,1508.5605
117.00,1479.7411,114,1488.3857
120.00,1131.2305,107,1144.1625
107.00,1246.1278,120,1233.1958
131.00,1634.8871,111,1638.7844
111.00,1430.7007,131,1426.8033
115.00,1466.7549,103,1469.2391
103.00,1243.1558,115,1240.6715
117.00,1541.4181,124,1532.1395
124.00,1414.007,117,1423.2855
98.00,1335.3651,104,1325.3955
104.00,1360.5396,98,1370.5092
122.00,1524.2565,120,1528.6156
120.00,1397.0327,122,1392.6736
92.00,1344.7698,115,1330.1829
115.00,1499.8169,92,1514.4038
126.00,1449.2886,122,1453.1295
122.00,1428.5978,126,1424.7568
101.00,1500.4452,114,1475.3574
114.00,1144.1625,101,1169.2502
110.00,1469.2391,128,1462.3333
128.00,1551.2002,110,1558.1061
105.00,1508.3478,110,1505.176
110.00,1591.5211,105,1594.6929
123.00,1532.1395,135,1511.5096
135.00,1240.6715,123,1261.3014
110.00,1508.5605,101,1519.6443
101.00,1445.2634,110,1434.1797
114.00,1330.1829,122,1324.002
122.00,1325.3955,114,1331.5764
106.00,1514.4038,109,1503.995
109.00,1401.886,106,1412.2948
108.00,1453.1295,114,1445.884
114.00,1370.5092,108,1377.7546
124.00,1424.7568,116,1433.6572
116.00,1319.3776,124,1310.4772
135.00,1542.7418,119,1551.5385
119.00,1528.6156,135,1519.819
104.00,1377.7158,115,1364.5668
115.00,1426.8033,104,1439.9524
114.00,1408.796,137,1398.2823
137.00,1638.7844,114,1649.2981
107.00,1324.002,109,1317.0101
109.00,1310.4772,107,1317.469
106.00,1445.884,110,1436.2069
110.00,1412.2948,106,1421.9719
113.00,1233.1958,124,1227.1427
124.00,1475.3574,113,1481.4105
119.00,1649.2981,97,1652.0067
97.00,1169.2502,119,1166.5416
99.00,1488.3857,97,1490.1571
97.00,1364.5668,99,1362.7954
126.00,1558.1061,117,1563.5508
117.00,1519.6443,126,1514.1996
110.00,1511.5096,108,1516.7513
108.00,1434.1797,110,1428.938
106.00,1503.995,116,1493.1815
116.00,1392.6736,106,1403.4871
91.00,1317.0101,90,1320.488
90.00,1377.7546,91,1374.2767
101.00,1317.469,109,1313.7931
109.00,1421.9719,101,1425.6478
143.00,1519.819,120,1538.8169
120.00,1433.6572,143,1414.6593
110.00,1551.5385,113,1538.5669
113.00,1331.5764,110,1344.548
106.00,1505.176,90,1507.3762
90.00,1227.1427,106,1224.9425
119.00,1490.1571,115,1496.6718
115.00,1398.2823,119,1391.7677
103.00,1439.9524,111,1437.1241
111.00,1594.6929,103,1597.5211
119.00,1481.4105,107,1496.2152
107.00,1652.0067,119,1637.202
114.00,1563.5508,132,1548.252
132.00,1462.3333,114,1477.6321
128.00,1423.2855,109,1438.5691
109.00,1514.1996,128,1498.916
136.00,1344.548,132,1354.8949
132.00,1403.4871,136,1393.1401
125.00,1313.7931,118,1329.8088
118.00,1436.2069,125,1420.1912
104.00,1425.6478,113,1411.6646
113.00,1414.6593,104,1428.6426
123.00,1374.2767,124,1371.1392
124.00,1538.8169,123,1541.9545
119.00,1362.7954,85,1368.7522
85.00,1166.5416,119,1160.5848
144.00,1437.1241,106,1481.9415
106.00,1516.7513,144,1471.934
127.00,1541.9545,117,1549.2749
117.00,1354.8949,127,1347.5745
128.00,1507.3762,105,1513.2478
105.00,1160.5848,128,1154.7133
106.00,1548.252,117,1527.4337
117.00,1428.938,106,1449.7562
118.00,1261.3014,121,1259.7592
121.00,1438.5691,118,1440.1113
115.00,1391.7677,103,1400.7147
103.00,1224.9425,115,1215.9955
108.00,1513.2478,99,1526.135
99.00,1496.6718,108,1483.7845
118.00,1637.202,73,1638.5625
73.00,1154.7133,118,1153.3528
108.00,1597.5211,112,1582.6058
112.00,1368.7522,108,1383.6675
120.00,1496.2152,125,1485.7191
125.00,1471.934,120,1482.4301
113.00,1259.7592,136,1249.6854
136.00,1498.916,113,1508.9897
108.00,1527.4337,109,1523.7175
109.00,1449.7562,108,1453.4724
122.00,1477.6321,116,1488.5283
116.00,1481.9415,122,1471.0453
99.00,1371.1392,118,1359.4675
118.00,1347.5745,99,1359.2461
134.00,1493.1815,132,1498.5033
132.00,1420.1912,134,1414.8694
134.00,1538.5669,109,1546.1172
109.00,1428.6426,134,1421.0923
126.00,1329.8088,137,1327.4028
137.00,1549.2749,126,1551.6809
128.00,1383.6675,140,1371.9783
140.00,1482.4301,128,1494.1193
81.00,1471.0453,102,1460.6012
102.00,1488.5283,81,1498.9724
124.00,1421.0923,129,1415.7988
129.00,1393.1401,124,1398.4336
119.00,1320.488,124,1313.3046
124.00,1414.8694,119,1422.0529
115.00,1327.4028,109,1333.3209
109.00,1359.4675,115,1353.5494
135.00,1551.6809,124,1554.4767
124.00,1359.2461,135,1356.4503
106.00,1153.3528,119,1140.9342
119.00,1249.6854,106,1262.104
124.00,1638.5625,110,1641.7214
110.00,1440.1113,124,1436.9524
99.00,1313.3046,111,1310.2305
111.00,1498.5033,99,1501.5774
90.00,1371.9783,98,1363.2894
98.00,1483.7845,90,1492.4734
101.00,1436.9524,109,1432.9811
109.00,1526.135,101,1530.1063
124.00,1262.104,120,1277.1084
120.00,1494.1193,124,1479.1149
116.00,1508.9897,103,1515.3107
103.00,1453.4724,116,1447.1515
112.00,1523.7175,146,1497.6938
146.00,1400.7147,112,1426.7384
97.00,1485.7191,92,1489.9071
92.00,1460.6012,97,1456.4132
99.00,1398.4336,114,1387.2336
114.00,1546.1172,99,1557.3171
88.00,1411.6646,92,1405.1036
92.00,1501.5774,88,1508.1383
133.00,1333.3209,142,1328.9187
142.00,1415.7988,133,1420.201
137.00,1479.1149,112,1489.4579
112.00,1432.9811,137,1422.6381
115.00,1215.9955,108,1229.1074
108.00,1456.4132,115,1443.3013
106.00,1515.3107,119,1504.2218
119.00,1641.7214,106,1652.8103
133.00,1426.7384,128,1428.9911
128.00,1277.1084,133,1274.8557
94.00,1140.9342,127,1136.4154
127.00,1582.6058,94,1587.1246
100.00,1492.4734,99,1494.6624
99.00,1447.1515,100,1444.9625
120.00,1356.4503,113,1360.9871
113.00,1310.2305,120,1305.6937
106.00,1557.3171,111,1551.5369
111.00,1508.1383,106,1513.9186
145.00,1422.0529,137,1432.2413
137.00,1554.4767,145,1544.2882
101.00,1405.1036,110,1397.0313
110.00,1353.5494,101,1361.6218
102.00,1363.2894,110,1356.3081
110.00,1530.1063,102,1537.0876
105.00,1136.4154,110,1134.2987
110.00,1497.6938,105,1499.8105
106.00,1587.1246,116,1582.0277
116.00,1652.8103,106,1657.9072
116.00,1387.2336,131,1365.2421
131.00,1328.9187,116,1350.9103
113.00,1544.2882,118,1533.3734
118.00,1305.6937,113,1316.6085
107.00,1420.201,114,1417.2354
114.00,1551.5369,107,1554.5026
104.00,1356.3081,115,1353.328
115.00,1537.0876,104,1540.0677
122.00,1489.4579,114,1495.7678
114.00,1498.9724,122,1492.6625
110.00,1422.6381,102,1428.8646
102.00,1229.1074,110,1222.8809
113.00,1274.8557,105,1296.2917
105.00,1504.2218,113,1482.7858
109.00,1428.9911,115,1425.1929
115.00,1494.6624,109,1498.4606
117.00,1489.9071,123,1479.46
123.00,1499.8105,117,1510.2577
117.00,1444.9625,120,1437.1455
120.00,1443.3013,117,1451.1183
100.00,1350.9103,115,1342.3307
115.00,1360.9871,100,1369.5667
119.00,1316.6085,112,1324.4253
112.00,1397.0313,119,1389.2145
125.00,1361.6218,111,1373.1281
111.00,1432.2413,125,1420.7351
126.00,1365.2421,132,1361.1851
132.00,1417.2354,126,1421.2924
110.00,1425.1929,114,1416.4878
114.00,1428.8646,110,1437.5697
89.00,1222.8809,111,1206.0992
111.00,1134.2987,89,1151.0803
100.00,1498.4606,118,1493.8344
118.00,1657.9072,100,1662.5334
123.00,1479.46,112,1487.2363
112.00,1492.6625,123,1484.8861
114.00,1296.2917,96,1322.9257
96.00,1582.0277,114,1555.3938
103.00,1437.1455,109,1432.3037
109.00,1451.1183,103,1455.9601
116.00,1513.9186,88,1520.8953
88.00,1373.1281,116,1366.1514
125.00,1420.7351,130,1409.4507
130.00,1369.5667,125,1380.8511
113.00,1389.2145,112,1395.3738
112.00,1421.2924,113,1415.1331
114.00,1324.4253,135,1320.4982
135.00,1533.3734,114,1537.3005
105.00,1353.328,116,1343.5607
116.00,1484.8861,105,1494.6534
115.00,1487.2363,107,1500.1875
107.00,1495.7678,115,1482.8167
113.00,1206.0992,141,1202.8188
141.00,1482.7858,113,1486.0662
109.00,1510.2577,118,1503.2872
118.00,1493.8344,109,1500.8048
151.00,1662.5334,99,1674.6805
99.00,1540.0677,151,1527.9207
124.00,1361.1851,118,1366.8002
118.00,1380.8511,124,1375.236
106.00,1342.3307,114,1337.5909
114.00,1395.3738,106,1400.1135
117.00,1537.3005,107,1545.1361
107.00,1366.1514,117,1358.3158
116.00,1320.4982,129,1318.0314
129.00,1554.5026,116,1556.9694
111.00,1520.8953,101,1528.9716
101.00,1556.9694,111,1548.8931
121.00,1400.1135,107,1409.0453
107.00,1409.4507,121,1400.5189
112.00,1415.1331,120,1407.7013
120.00,1366.8002,112,1374.2319
106.00,1318.0314,122,1309.4492
122.00,1337.5909,106,1346.1731
120.00,1375.236,131,1372.1381
131.00,1548.8931,120,1551.991
133.00,1400.5189,117,1406.6104
117.00,1309.4492,133,1303.3578
119.00,1202.8188,113,1211.1323
113.00,1322.9257,119,1314.6122
108.00,1486.0662,103,1491.0558
103.00,1500.1875,108,1495.1979
120.00,1416.4878,126,1408.3757
126.00,1503.2872,120,1511.3993
108.00,1500.8048,106,1501.3013
106.00,1151.0803,108,1150.5839
88.00,1555.3938,107,1541.7917
107.00,1494.6534,88,1508.2555
114.00,1437.5697,110,1443.6714
110.00,1527.9207,114,1521.819
130.00,1303.3578,133,1297.1101
133.00,1372.1381,130,1378.3857
122.00,1346.1731,111,1355.6365
111.00,1406.6104,122,1397.147
102.00,1409.0453,116,1404.7798
116.00,1551.991,102,1556.2565
134.00,1482.8167,123,1486.5404
123.00,1343.5607,134,1339.8369
99.00,1501.3013,97,1503.4043
97.00,1211.1323,99,1209.0293
135.00,1674.6805,116,1677.3276
116.00,1408.3757,135,1405.7286
99.00,1495.1979,96,1498.8563
96.00,1491.0558,99,1487.3973
124.00,1521.819,117,1530.5588
117.00,1432.3037,124,1423.5638
125.00,1378.3857,114,1385.5912
114.00,1374.2319,125,1367.0265
125.00,1528.9716,119,1534.5028
119.00,1545.1361,125,1539.6049
117.00,1358.3158,120,1350.4753
120.00,1355.6365,117,1363.4769
104.00,1556.2565,125,1536.1757
125.00,1407.7013,104,1427.7821
123.00,1511.3993,127,1503.3284
127.00,1339.8369,123,1347.9078
90.00,1487.3973,110,1475.9857
110.00,1677.3276,90,1688.7393
114.00,1405.7286,113,1406.7311
113.00,1209.0293,114,1208.0269
118.00,1486.5404,121,1483.0854
121.00,1503.4043,118,1506.8593
115.00,1498.8563,96,1500.4948
96.00,1150.5839,115,1148.9454
117.00,1508.2555,100,1519.0123
100.00,1530.5588,117,1519.802
102.00,1455.9601,93,1465.1925
93.00,1541.7917,102,1532.5593
119.00,1536.1757,123,1526.3542
123.00,1297.1101,119,1306.9315
116.00,1397.147,117,1390.7418
117.00,1350.4753,116,1356.8805
107.00,1363.4769,115,1356.618
115.00,1534.5028,107,1541.3617
112.00,1427.7821,114,1420.6011
114.00,1404.7798,112,1411.9608
131.00,1367.0265,141,1364.0898
141.00,1539.6049,131,1542.5415
120.00,1688.7393,113,1690.7247
113.00,1483.0854,120,1481.1
106.00,1500.4948,105,1504.8856
105.00,1423.5638,106,1419.173
111.00,1519.802,96,1534.469
96.00,1443.6714,111,1429.0044
112.00,1385.5912,120,1371.8827
120.00,1356.8805,112,1370.589
123.00,1420.6011,129,1414.0588
129.00,1364.0898,123,1370.6321
124.00,1390.7418,137,1386.8403
137.00,1541.3617,124,1545.2632
117.00,1411.9608,116,1416.2191
116.00,1526.3542,117,1522.0959
113.00,1208.0269,123,1199.1195
123.00,1347.9078,113,1356.8152
99.00,1406.7311,118,1391.63
118.00,1519.0123,99,1534.1134
114.00,1542.5415,124,1521.3191
124.00,1386.8403,114,1408.0627
79.00,1199.1195,111,1162.4647
111.00,1148.9454,79,1185.6002
111.00,1314.6122,123,1311.114
123.00,1475.9857,111,1479.4839
106.00,1506.8593,102,1509.7858
102.00,1429.0044,106,1426.0779
134.00,1503.3284,114,1514.322
114.00,1504.8856,134,1493.892
117.00,1532.5593,113,1535.0062
113.00,1419.173,117,1416.7261
116.00,1465.1925,108,1469.4835
108.00,1391.63,116,1387.339
107.00,1370.589,112,1364.4631
112.00,1306.9315,107,1313.0574
110.00,1416.2191,117,1410.4069
117.00,1408.0627,110,1413.875
125.00,1371.8827,136,1364.0367
136.00,1356.618,125,1364.464
148.00,1414.0588,127,1423.3197
127.00,1370.6321,148,1361.3712
106.00,1545.2632,116,1537.614
116.00,1522.0959,106,1529.7451
108.00,1356.8152,112,1349.7593
112.00,1426.0779,108,1433.1338
120.00,1690.7247,116,1695.8053
116.00,1534.469,120,1529.3884
142.00,1481.1,112,1491.9077
112.00,1416.7261,142,1405.9183
126.00,1162.4647,106,1181.8794
106.00,1311.114,126,1291.6993
103.00,1535.0062,109,1528.4899
109.00,1479.4839,103,1486.0002
126.00,1387.339,114,1410.6938
114.00,1534.1134,126,1510.7585
104.00,1521.3191,114,1508.6661
114.00,1364.0367,104,1376.6897
103.00,1361.3712,120,1353.5771
120.00,1410.4069,103,1418.2009
106.00,1313.0574,113,1308.6311
113.00,1364.4631,106,1368.8894
106.00,1353.5771,118,1345.261
118.00,1537.614,106,1545.9302
116.00,1418.2009,106,1422.2953
106.00,1308.6311,116,1304.5367
117.00,1491.9077,136,1472.3051
136.00,1529.3884,117,1548.9911
94.00,1405.9183,101,1393.3793
101.00,1181.8794,94,1194.4185
112.00,1509.7858,123,1484.3259
123.00,1291.6993,112,1317.1592
130.00,1514.322,110,1523.2134
110.00,1469.4835,130,1460.5922
110.00,1695.8053,117,1671.5087
117.00,1349.7593,110,1374.0559
116.00,1510.7585,117,1504.8541
117.00,1493.892,116,1499.7964
131.00,1410.6938,132,1408.2587
132.00,1433.1338,131,1435.569
127.00,1548.9911,120,1551.5995
120.00,1393.3793,127,1390.7709
142.00,1671.5087,117,1673.4252
117.00,1317.1592,142,1315.2427
128.00,1528.4899,107,1537.2048
107.00,1472.3051,128,1463.5901
87.00,1486.0002,83,1494.1482
83.00,1460.5922,87,1452.4442
142.00,1673.4252,120,1680.7015
120.00,1374.0559,142,1366.7795
110.00,1185.6002,121,1183.8765
121.00,1463.5901,110,1465.3138
123.00,1194.4185,111,1206.9602
111.00,1315.2427,123,1302.7009
105.00,1484.3259,117,1470.6039
117.00,1537.2048,105,1550.9269
142.00,1523.2134,131,1527.4395
131.00,1408.2587,142,1404.0326
112.00,1494.1482,113,1491.5797
113.00,1504.8541,112,1507.4226
119.00,1435.569,145,1413.1877
145.00,1499.7964,119,1522.1776
116.00,1413.875,119,1408.9126
119.00,1345.261,116,1350.2234
112.00,1422.2953,106,1429.5303
106.00,1304.5367,112,1297.3018
107.00,1529.7451,108,1524.7596
108.00,1368.8894,107,1373.8749
101.00,1376.6897,118,1366.3892
118.00,1364.464,101,1374.7645
128.00,1545.9302,130,1542.1511
130.00,1508.6661,128,1512.4452
116.00,1465.3138,117,1458.3188
117.00,1183.8765,116,1190.8715
106.00,1206.9602,114,1204.5433
114.00,1390.7709,106,1393.1877
107.00,1366.3892,115,1356.0452
115.00,1429.5303,107,1439.8743
98.00,1452.4442,103,1449.5166
103.00,1551.5995,98,1554.5271
111.00,1491.5797,136,1480.7245
136.00,1527.4395,111,1538.2947
98.00,1680.7015,107,1669.8778
107.00,1550.9269,98,1561.7506
122.00,1366.7795,129,1364.1682
129.00,1522.1776,122,1524.7889
114.00,1507.4226,82,1510.5269
82.00,1204.5433,114,1201.4391
97.00,1373.8749,121,1356.826
121.00,1297.3018,97,1314.3506
102.00,1542.1511,108,1534.3535
108.00,1439.8743,102,1447.6719
145.00,1524.7596,127,1537.3115
127.00,1374.7645,145,1362.2126
125.00,1408.9126,122,1417.0227
122.00,1423.3197,125,1415.2096
108.00,1364.1682,116,1358.0515
116.00,1561.7506,108,1567.8673
132.00,1669.8778,129,1673.4167
129.00,1458.3188,132,1454.7799
115.00,1404.0326,113,1409.7946
113.00,1554.5271,115,1548.7651
104.00,1302.7009,118,1289.2744
118.00,1190.8715,104,1204.298
129.00,1449.5166,112,1471.1693
112.00,1470.6039,129,1448.9512
106.00,1393.1877,111,1385.8246
111.00,1480.7245,106,1488.0876
100.00,1356.826,116,1352.9532
116.00,1534.3535,100,1538.2263
105.00,1350.2234,111,1348.2015
111.00,1537.3115,105,1539.3334
117.00,1314.3506,126,1311.9552
126.00,1512.4452,117,1514.8406
118.00,1510.5269,112,1516.3389
112.00,1538.2947,118,1532.4827
120.00,1413.1877,110,1415.5552
110.00,1201.4391,120,1199.0717
122.00,1447.6719,99,1458.0656
99.00,1415.2096,122,1404.8159
111.00,1204.298,119,1201.4548
119.00,1358.0515,111,1360.8947
145.00,1548.7651,118,1555.6267
118.00,1409.7946,145,1402.933
111.00,1454.7799,118,1446.7678
118.00,1567.8673,111,1575.8794
131.00,1448.9512,104,1459.0262
104.00,1385.8246,131,1375.7495
115.00,1415.5552,122,1412.3591
122.00,1532.4827,115,1535.6787
118.00,1524.7889,142,1509.3567
142.00,1673.4167,118,1688.849
131.00,1516.3389,122,1522.08
122.00,1289.2744,131,1283.5333
100.00,1199.0717,106,1197.8193
106.00,1471.1693,100,1472.4216
115.00,1356.0452,101,1369.0026
101.00,1458.0656,115,1445.1082
127.00,1538.2263,123,1539.8535
123.00,1348.2015,127,1346.5743
135.00,1417.0227,147,1405.293
147.00,1514.8406,135,1526.5703
131.00,1362.2126,132,1359.4067
132.00,1352.9532,131,1355.7592
128.00,1539.3334,123,1545.5035
123.00,1404.8159,128,1398.6458
116.00,1402.933,110,1407.4912
110.00,1375.7495,116,1371.1913
105.00,1575.8794,106,1569.1381
106.00,1509.3567,105,1516.098
116.00,1412.3591,134,1406.3547
134.00,1522.08,116,1528.0844
87.00,1472.4216,85,1476.621
85.00,1535.6787,87,1531.4794
114.00,1369.0026,109,1373.2427
109.00,1346.5743,114,1342.3342
109.00,1445.1082,96,1449.3867
96.00,1311.9552,109,1307.6766
115.00,1355.7592,112,1367.552
112.00,1526.5703,115,1514.7775
131.00,1360.8947,120,1368.5735
120.00,1371.1913,131,1363.5125
95.00,1555.6267,125,1526.4067
125.00,1569.1381,95,1598.358
126.00,1516.098,132,1509.215
132.00,1446.7678,126,1453.6509
99.00,1407.4912,131,1397.0287
131.00,1488.0876,99,1498.5502
117.00,1201.4548,108,1207.839
108.00,1197.8193,117,1191.4352
104.00,1459.0262,131,1447.2283
131.00,1688.849,104,1700.647
133.00,1531.4794,120,1533.7585
120.00,1283.5333,133,1281.2542
104.00,1342.3342,124,1331.2958
124.00,1539.8535,104,1550.892
125.00,1373.2427,121,1381.8956
121.00,1367.552,125,1358.899
122.00,1359.4067,126,1354.3077
126.00,1514.7775,122,1519.8765
92.00,1398.6458,95,1388.746
95.00,1307.6766,92,1317.5764
138.00,1545.5035,129,1548.7787
129.00,1405.293,138,1402.0178
91.00,1191.4352,101,1177.6885
101.00,1207.839,91,1221.5857
118.00,1498.5502,101,1504.8611
101.00,1406.3547,118,1400.0438
116.00,1447.2283,113,1452.3981
113.00,1526.4067,116,1521.2369
133.00,1533.7585,105,1539.719
105.00,1363.5125,133,1357.552
115.00,1598.358,108,1600.3916
108.00,1397.0287,115,1394.9951
108.00,1509.215,105,1512.0984
105.00,1453.6509,108,1450.7675
123.00,1281.2542,111,1308.2244
111.00,1700.647,123,1673.6768
101.00,1476.621,99,1478.5422
99.00,1368.5735,101,1366.6522
102.00,1381.8956,110,1366.8365
110.00,1317.5764,102,1332.6355
119.00,1354.3077,111,1360.4833
111.00,1358.899,119,1352.7235
122.00,1402.0178,116,1412.3593
116.00,1388.746,122,1378.4045
111.00,1449.3867,114,1446.7045
114.00,1519.8765,111,1522.5587
124.00,1504.8611,102,1530.4047
102.00,1521.2369,124,1495.6934
134.00,1394.9951,115,1408.3298
115.00,1450.7675,134,1437.4327
95.00,1221.5857,98,1217.4934
98.00,1400.0438,95,1404.1361
101.00,1357.552,108,1354.3427
108.00,1673.6768,101,1676.8861
127.00,1378.4045,119,1389.3171
119.00,1331.2958,127,1320.3832
118.00,1446.7045,109,1451.1641
109.00,1366.8365,118,1362.377
104.00,1352.7235,100,1356.575
100.00,1332.6355,104,1328.7841
111.00,1550.892,120,1544.343
120.00,1548.7787,111,1555.3276
117.00,1478.5422,105,1497.1216
105.00,1528.0844,117,1509.505
123.00,1366.6522,137,1355.6869
137.00,1308.2244,123,1319.1897
138.00,1522.5587,129,1529.2271
129.00,1328.7841,138,1322.1157
106.00,1412.3593,99,1416.6937
99.00,1356.575,106,1352.2405
110.00,1408.3298,114,1404.6346
114.00,1437.4327,110,1441.1279
90.00,1177.6885,98,1174.2583
98.00,1495.6934,90,1499.1235
114.00,1530.4047,102,1537.5488
102.00,1512.0984,114,1504.9542
108.00,1452.3981,99,1463.91
99.00,1600.3916,108,1588.8796
116.00,1539.719,93,1560.3256
93.00,1676.8861,116,1656.2795
123.00,1319.1897,117,1329.256
117.00,1497.1216,123,1487.0553
116.00,1354.3427,105,1358.1138
105.00,1217.4934,116,1213.7223
121.00,1355.6869,120,1362.1221
120.00,1404.1361,121,1397.7009
156.00,1362.377,139,1374.6605
139.00,1416.6937,156,1404.4102
132.00,1320.3832,120,1328.1989
120.00,1322.1157,132,1314.3
117.00,1389.3171,138,1384.3479
138.00,1555.3276,117,1560.2969
