pts,elo_i,opp_pts,elo_n
103.00,1452.9038,91,1464.3149
91.00,1347.6221,103,1336.2109
88.00,1542.2823,83,1544.481
83.00,1388.0988,88,1385.9001
85.00,1687.2814,78,1690.8987
78.00,1594.6835,85,1591.0662
82.00,1593.3699,74,1600.425
74.00,1429.0765,82,1422.0214
79.00,1463.3823,82,1461.3575
82.00,1589.5382,79,1591.563
102.00,1464.3149,91,1476.4318
91.00,1591.0662,102,1578.9493
94.00,1591.563,92,1592.953
92.00,1422.0214,94,1420.6313
71.00,1600.425,67,1601.8457
67.00,1385.9001,71,1384.4795
81.00,1461.3575,76,1472.0073
76.00,1690.8987,81,1680.2489
89.00,1601.8457,101,1584.8234
101.00,1384.4795,89,1401.5018
72.00,1420.6313,86,1415.917
86.00,1544.481,72,1549.1953
87.00,1584.8234,70,1598.7876
70.00,1472.0073,87,1458.0431
75.00,1578.9493,77,1572.5018
77.00,1592.953,75,1599.4005
97.00,1336.2109,99,1333.8088
99.00,1599.4005,97,1601.8026
103.00,1549.1953,97,1551.8937
97.00,1415.917,103,1413.2186
88.00,1333.8088,94,1329.0565
94.00,1551.8937,88,1556.646
70.00,1401.5018,71,1399.6044
71.00,1476.4318,70,1478.3292
79.00,1598.7876,82,1596.2463
82.00,1680.2489,79,1682.7902
98.00,1413.2186,86,1428.868
86.00,1601.8026,98,1586.1532
63.00,1458.0431,49,1464.5857
49.00,1399.6044,63,1393.0618
78.00,1428.868,82,1426.5968
82.00,1556.646,78,1558.9172
99.00,1572.5018,97,1579.4961
97.00,1586.1532,99,1579.1589
83.00,1558.9172,73,1564.9594
73.00,1329.0565,83,1323.0144
86.00,1478.3292,71,1486.7681
71.00,1464.5857,86,1456.1469
69.00,1393.0618,74,1388.0841
74.00,1579.4961,69,1584.4738
77.00,1579.1589,95,1572.9652
95.00,1682.7902,77,1688.9839
83.00,1426.5968,102,1422.0519
102.00,1596.2463,83,1600.7913
95.00,1486.7681,64,1497.8187
64.00,1422.0519,95,1411.0012
71.00,1456.1469,84,1444.6415
84.00,1572.9652,71,1584.4706
93.00,1600.7913,98,1595.754
98.00,1584.4738,93,1589.511
88.00,1564.9594,83,1570.3167
83.00,1595.754,88,1590.3967
86.00,1497.8187,79,1506.6436
79.00,1411.0012,86,1402.1764
87.00,1688.9839,69,1697.2705
69.00,1444.6415,87,1436.3549
99.00,1323.0144,102,1320.2793
102.00,1589.511,99,1592.2461
91.00,1570.3167,77,1579.6727
77.00,1590.3967,91,1581.0406
75.00,1697.2705,86,1676.9242
86.00,1388.0841,75,1408.4304
92.00,1584.4706,89,1587.0579
89.00,1506.6436,92,1504.0563
71.00,1402.1764,74,1399.8826
74.00,1504.0563,71,1506.3501
83.00,1587.0579,65,1599.5737
65.00,1436.3549,83,1423.839
102.00,1592.2461,77,1595.3535
77.00,1320.2793,102,1317.1719
90.00,1581.0406,86,1585.2307
86.00,1579.6727,90,1575.4827
75.00,1408.4304,80,1403.4633
80.00,1595.3535,75,1600.3207
72.00,1423.839,59,1435.3149
59.00,1506.3501,72,1494.8741
71.00,1494.8741,69,1496.9642
69.00,1403.4633,71,1401.3732
73.00,1435.3149,90,1432.4904
90.00,1676.9242,73,1679.7488
84.00,1575.4827,97,1568.1815
97.00,1600.3207,84,1607.6218
93.00,1599.5737,78,1608.5601
78.00,1399.8826,93,1390.8962
102.00,1585.2307,92,1586.951
92.00,1317.1719,102,1315.4515
74.00,1568.1815,85,1555.6862
85.00,1432.4904,74,1444.9857
81.00,1586.951,76,1590.3108
76.00,1315.4515,81,1312.0918
91.00,1607.6218,92,1603.4202
92.00,1496.9642,91,1501.1659
94.00,1679.7488,71,1686.3643
71.00,1555.6862,94,1549.0707
94.00,1608.5601,73,1613.595
73.00,1444.9857,94,1439.9508
66.00,1501.1659,89,1479.5059
89.00,1549.0707,66,1570.7307
77.00,1401.3732,86,1399.91
86.00,1686.3643,77,1687.8274
72.00,1603.4202,54,1606.8798
54.00,1390.8962,72,1387.4366
73.00,1439.9508,84,1436.4397
84.00,1590.3108,73,1593.8219
69.00,1687.8274,74,1676.5366
74.00,1436.4397,69,1447.7305
106.00,1613.595,93,1621.0675
93.00,1593.8219,106,1586.3494
87.00,1586.3494,97,1578.9437
97.00,1570.7307,87,1578.1364
91.00,1479.5059,85,1483.9683
85.00,1447.7305,91,1443.2681
82.00,1621.0675,74,1626.5698
74.00,1399.91,82,1394.4077
56.00,1312.0918,82,1310.2358
82.00,1676.5366,56,1678.3926
83.00,1310.2358,81,1318.6536
81.00,1394.4077,83,1385.99
108.00,1606.8798,82,1618.9231
82.00,1387.4366,108,1375.3933
81.00,1626.5698,83,1618.8772
83.00,1578.1364,81,1585.829
92.00,1578.9437,78,1584.4083
78.00,1483.9683,92,1478.5037
73.00,1443.2681,66,1446.3395
66.00,1318.6536,73,1315.5822
74.00,1678.3926,66,1682.3003
66.00,1385.99,74,1382.0823
81.00,1315.5822,77,1321.0039
77.00,1375.3933,81,1369.9716
63.00,1446.3395,78,1441.7921
78.00,1585.829,63,1590.3763
79.00,1682.3003,75,1684.9171
75.00,1382.0823,79,1379.4655
85.00,1618.9231,77,1624.0962
77.00,1584.4083,85,1579.2352
106.00,1618.8772,101,1621.243
101.00,1478.5037,106,1476.1378
100.00,1624.0962,103,1619.7878
103.00,1590.3763,100,1594.6847
79.00,1476.1378,68,1480.5583
68.00,1369.9716,79,1365.551
80.00,1621.243,83,1618.4702
83.00,1684.9171,80,1687.6899
68.00,1321.0039,93,1317.6412
93.00,1579.2352,68,1582.5979
76.00,1365.551,71,1377.5759
71.00,1441.7921,76,1429.7672
71.00,1480.5583,73,1475.707
73.00,1379.4655,71,1384.3168
69.00,1687.6899,85,1664.0828
85.00,1618.4702,69,1642.0774
114.00,1582.5979,93,1608.7841
93.00,1619.7878,114,1593.6017
82.00,1377.5759,84,1374.5931
84.00,1594.6847,82,1597.6675
88.00,1597.6675,85,1602.1709
85.00,1642.0774,88,1637.574
81.00,1593.6017,68,1596.4355
68.00,1384.3168,81,1381.4829
75.00,1608.7841,67,1616.4282
67.00,1664.0828,75,1656.4386
94.00,1317.6412,90,1328.6687
90.00,1602.1709,94,1591.1434
54.00,1429.7672,58,1424.9012
58.00,1596.4355,54,1601.3015
126.00,1328.6687,105,1356.647
105.00,1591.1434,126,1563.1652
79.00,1475.707,84,1470.6056
84.00,1656.4386,79,1661.54
77.00,1374.5931,87,1368.8798
87.00,1616.4282,77,1622.1416
89.00,1637.574,81,1639.186
81.00,1381.4829,89,1379.8708
87.00,1356.647,131,1349.8323
131.00,1563.1652,87,1569.9799
72.00,1470.6056,68,1474.0244
68.00,1424.9012,72,1421.4824
79.00,1639.186,83,1628.8291
83.00,1379.8708,79,1390.2278
79.00,1601.3015,85,1597.402
85.00,1661.54,79,1665.4396
76.00,1622.1416,72,1623.2828
72.00,1368.8798,76,1367.7385
112.00,1665.4396,104,1668.9125
104.00,1349.8323,112,1346.3594
85.00,1569.9799,91,1562.3618
91.00,1474.0244,85,1481.6425
68.00,1390.2278,75,1385.3612
75.00,1421.4824,68,1426.349
109.00,1623.2828,85,1636.0024
85.00,1628.8291,109,1616.1095
68.00,1426.349,75,1422.0044
75.00,1481.6425,68,1485.9871
90.00,1385.3612,100,1377.7175
100.00,1562.3618,90,1570.0055
66.00,1422.0044,82,1409.1796
82.00,1346.3594,66,1359.1842
76.00,1367.7385,84,1365.8652
84.00,1597.402,76,1599.2753
109.00,1616.1095,101,1623.6772
101.00,1668.9125,109,1661.3447
83.00,1599.2753,99,1588.6415
99.00,1570.0055,83,1580.6393
90.00,1485.9871,87,1492.3744
87.00,1623.6772,90,1617.2899
76.00,1409.1796,74,1411.8213
74.00,1365.8652,76,1363.2235
83.00,1377.7175,70,1409.5736
70.00,1661.3447,83,1629.4886
84.00,1359.1842,103,1356.6929
103.00,1636.0024,84,1638.4938
70.00,1411.8213,59,1427.3899
59.00,1617.2899,70,1601.7213
89.00,1601.7213,82,1606.2837
82.00,1356.6929,89,1352.1305
84.00,1492.3744,94,1487.8143
94.00,1580.6393,84,1585.1993
72.00,1409.5736,70,1415.8857
70.00,1588.6415,72,1582.3293
89.00,1585.1993,112,1559.8458
112.00,1582.3293,89,1607.6829
87.00,1638.4938,75,1642.1978
75.00,1487.8143,87,1484.1104
90.00,1427.3899,85,1435.2878
85.00,1559.8458,90,1551.9479
67.00,1415.8857,65,1422.879
65.00,1629.4886,67,1622.4954
64.00,1435.2878,72,1428.8979
72.00,1422.879,64,1429.2689
76.00,1484.1104,82,1481.2719
82.00,1607.6829,76,1610.5214
107.00,1642.1978,82,1666.0914
82.00,1606.2837,107,1582.39
68.00,1363.2235,82,1354.2233
82.00,1352.1305,68,1361.1307
62.00,1429.2689,65,1426.3359
65.00,1481.2719,62,1484.2048
82.00,1551.9479,87,1548.5724
87.00,1622.4954,82,1625.8708
62.00,1666.0914,97,1626.391
97.00,1610.5214,62,1650.2218
80.00,1548.5724,58,1555.0446
58.00,1426.3359,80,1419.8638
76.00,1484.2048,96,1470.2449
96.00,1625.8708,76,1639.8308
76.00,1428.8979,72,1437.6332
72.00,1626.391,76,1617.6558
74.00,1650.2218,72,1655.6392
72.00,1582.39,74,1576.9727
83.00,1361.1307,84,1356.4567
84.00,1419.8638,83,1424.5378
70.00,1424.5378,67,1430.8005
67.00,1356.4567,70,1350.194
98.00,1555.0446,111,1543.4683
111.00,1470.2449,98,1481.8212
83.00,1617.6558,65,1640.239
65.00,1639.8308,83,1617.2476
61.00,1354.2233,72,1349.6947
72.00,1655.6392,61,1660.1677
70.00,1576.9727,68,1581.891
68.00,1481.8212,70,1476.9028
68.00,1640.239,84,1620.1327
84.00,1430.8005,68,1450.9069
90.00,1437.6332,97,1429.6051
97.00,1350.194,90,1358.222
80.00,1476.9028,87,1474.0742
87.00,1617.2476,80,1620.0762
69.00,1543.4683,76,1540.2684
76.00,1660.1677,69,1663.3676
103.00,1581.891,83,1585.2227
83.00,1349.6947,103,1346.363
109.00,1585.2227,86,1607.093
86.00,1540.2684,109,1518.3981
92.00,1620.0762,76,1631.8508
76.00,1474.0742,92,1462.2996
85.00,1346.363,90,1345.4856
90.00,1663.3676,85,1664.245
79.00,1358.222,94,1355.9099
94.00,1620.1327,79,1622.4448
98.00,1622.4448,77,1630.7344
77.00,1355.9099,98,1347.6204
80.00,1607.093,78,1610.9757
78.00,1450.9069,80,1447.0242
96.00,1429.6051,93,1437.4355
93.00,1631.8508,96,1624.0204
76.00,1664.245,69,1669.4357
69.00,1447.0242,76,1441.8335
109.00,1610.9757,82,1614.4263
82.00,1347.6204,109,1344.1698
88.00,1344.1698,96,1331.5853
96.00,1345.4856,88,1358.0701
105.00,1518.3981,92,1531.2122
92.00,1630.7344,105,1617.9203
63.00,1437.4355,68,1433.2426
68.00,1462.2996,63,1466.4926
73.00,1669.4357,81,1662.0918
81.00,1624.0204,73,1631.3643
79.00,1614.4263,83,1610.2756
83.00,1617.9203,79,1622.0709
73.00,1433.2426,84,1426.8014
84.00,1662.0918,73,1668.533
98.00,1331.5853,101,1327.8528
101.00,1531.2122,98,1534.9447
63.00,1358.0701,86,1355.7291
86.00,1668.533,63,1670.8739
72.00,1631.3643,87,1621.5281
87.00,1610.2756,72,1620.1118
79.00,1670.8739,87,1660.5626
87.00,1534.9447,79,1545.256
78.00,1327.8528,89,1324.1169
89.00,1466.4926,78,1470.2284
85.00,1441.8335,82,1449.119
82.00,1620.1118,85,1612.8263
71.00,1621.5281,67,1623.1136
67.00,1426.8014,71,1425.2158
89.00,1355.7291,98,1354.0995
98.00,1622.0709,89,1623.7006
83.00,1324.1169,88,1321.218
88.00,1425.2158,83,1428.1147
85.00,1354.0995,101,1351.6406
101.00,1612.8263,85,1615.2852
86.00,1660.5626,80,1663.1764
80.00,1321.218,86,1318.6042
96.00,1470.2284,78,1488.5692
78.00,1623.7006,96,1605.3597
67.00,1449.119,65,1455.4298
65.00,1428.1147,67,1421.804
92.00,1455.4298,85,1462.7389
85.00,1318.6042,92,1311.2952
81.00,1605.3597,91,1598.9724
91.00,1623.1136,81,1629.501
92.00,1351.6406,91,1357.1593
91.00,1545.256,92,1539.7373
106.00,1663.1764,96,1666.4586
96.00,1311.2952,106,1308.0129
77.00,1539.7373,74,1542.3352
74.00,1462.7389,77,1460.141
86.00,1421.804,89,1417.6891
89.00,1598.9724,86,1603.0873
88.00,1308.0129,102,1298.6824
102.00,1488.5692,88,1497.8998
84.00,1357.1593,92,1355.6909
92.00,1629.501,84,1630.9694
79.00,1417.6891,91,1415.5348
91.00,1666.4586,79,1668.6129
81.00,1615.2852,72,1618.3107
72.00,1460.141,81,1457.1155
95.00,1355.6909,75,1374.743
75.00,1298.6824,95,1279.6302
89.00,1542.3352,76,1546.7581
76.00,1415.5348,89,1411.1119
72.00,1497.8998,84,1487.1223
84.00,1618.3107,72,1629.0881
71.00,1457.1155,80,1449.8495
80.00,1630.9694,71,1638.2354
81.00,1603.0873,85,1595.9403
85.00,1668.6129,81,1675.7599
65.00,1546.7581,84,1527.8871
84.00,1595.9403,65,1614.8113
80.00,1411.1119,77,1414.2699
77.00,1374.743,80,1371.5851
74.00,1279.6302,70,1298.278
70.00,1638.2354,74,1619.5876
67.00,1449.8495,86,1446.5182
86.00,1675.7599,67,1679.0912
78.00,1629.0881,88,1608.4716
88.00,1487.1223,78,1507.7389
66.00,1679.0912,69,1672.4088
69.00,1527.8871,66,1534.5695
83.00,1507.7389,79,1509.2002
79.00,1298.278,83,1296.8167
87.00,1608.4716,107,1598.0819
107.00,1619.5876,87,1629.9773
72.00,1446.5182,82,1443.5126
82.00,1614.8113,72,1617.8169
58.00,1296.8167,59,1295.2853
59.00,1414.2699,58,1415.8013
90.00,1534.5695,86,1538.0934
86.00,1295.2853,90,1291.7614
61.00,1443.5126,60,1448.6825
60.00,1415.8013,61,1410.6313
75.00,1509.2002,85,1505.3353
85.00,1629.9773,75,1633.8422
85.00,1672.4088,69,1674.3359
69.00,1371.5851,85,1369.658
84.00,1598.0819,73,1606.0802
73.00,1617.8169,84,1609.8186
83.00,1674.3359,87,1667.1458
87.00,1538.0934,83,1545.2836
90.00,1505.3353,78,1518.2179
78.00,1633.8422,90,1620.9596
64.00,1410.6313,71,1405.9166
71.00,1448.6825,64,1453.3972
73.00,1369.658,86,1367.2756
86.00,1609.8186,73,1612.2009
64.00,1367.2756,78,1361.5632
78.00,1453.3972,64,1459.1096
69.00,1459.1096,71,1455.0758
71.00,1405.9166,69,1409.9504
79.00,1667.1458,63,1674.7283
63.00,1620.9596,79,1613.3771
74.00,1612.2009,63,1618.0156
63.00,1361.5632,74,1355.7485
80.00,1606.0802,91,1586.7256
91.00,1518.2179,80,1537.5725
85.00,1613.3771,72,1617.9207
72.00,1291.7614,85,1287.2178
87.00,1545.2836,80,1547.4539
80.00,1355.7485,87,1353.5782
79.00,1586.7256,71,1602.6896
71.00,1674.7283,79,1658.7643
81.00,1287.2178,82,1285.1794
82.00,1547.4539,81,1549.4922
85.00,1617.9207,73,1623.6732
73.00,1353.5782,85,1347.8257
77.00,1537.5725,89,1532.2565
89.00,1618.0156,77,1623.3317
98.00,1623.6732,75,1626.5369
75.00,1347.8257,98,1344.962
77.00,1285.1794,74,1296.1956
74.00,1623.3317,77,1612.3156
73.00,1344.962,87,1339.9017
87.00,1455.0758,73,1460.1361
85.00,1658.7643,74,1662.7451
74.00,1532.2565,85,1528.2756
92.00,1602.6896,85,1607.0781
85.00,1549.4922,92,1545.1036
76.00,1528.2756,74,1530.6206
74.00,1460.1361,76,1457.7911
80.00,1339.9017,102,1337.2947
102.00,1626.5369,80,1629.1439
79.00,1612.3156,64,1623.4303
64.00,1662.7451,79,1651.6304
94.00,1296.1956,95,1294.0436
95.00,1545.1036,94,1547.2556
68.00,1530.6206,86,1515.3073
86.00,1629.1439,68,1644.4573
90.00,1409.9504,73,1416.9039
73.00,1337.2947,90,1330.3412
70.00,1623.4303,75,1614.6161
75.00,1457.7911,70,1466.6053
88.00,1607.0781,109,1597.8665
109.00,1651.6304,88,1660.842
81.00,1597.8665,77,1600.4359
77.00,1294.0436,81,1291.4741
82.00,1547.2556,75,1549.1202
75.00,1330.3412,82,1328.4766
75.00,1614.6161,73,1619.4602
73.00,1515.3073,75,1510.4631
80.00,1660.842,69,1664.0127
69.00,1291.4741,80,1288.3035
78.00,1328.4766,69,1344.9337
69.00,1600.4359,78,1583.9788
91.00,1644.4573,94,1640.3043
94.00,1619.4602,91,1623.6132
100.00,1549.1202,85,1562.1503
85.00,1640.3043,100,1627.2743
73.00,1510.4631,64,1520.4287
64.00,1416.9039,73,1406.9384
66.00,1623.6132,75,1618.2178
75.00,1664.0127,66,1669.4081
81.00,1288.3035,83,1285.5197
83.00,1520.4287,81,1523.2125
88.00,1344.9337,87,1351.7899
87.00,1618.2178,88,1611.3616
84.00,1583.9788,82,1587.8531
82.00,1627.2743,84,1623.3999
71.00,1587.8531,69,1593.33
69.00,1523.2125,71,1517.7357
100.00,1623.3999,73,1629.6418
73.00,1466.6053,100,1460.3634
89.00,1562.1503,78,1582.4067
78.00,1669.4081,89,1649.1516
91.00,1285.5197,98,1284.5239
98.00,1611.3616,91,1612.3573
74.00,1460.3634,94,1451.9882
94.00,1517.7357,74,1526.111
83.00,1629.6418,95,1612.3627
95.00,1406.9384,83,1424.2175
59.00,1424.2175,61,1420.5378
61.00,1593.33,59,1597.0096
77.00,1451.9882,76,1453.6608
76.00,1351.7899,77,1350.1173
107.00,1284.5239,113,1282.2396
113.00,1649.1516,107,1651.4359
98.00,1582.4067,92,1586.381
92.00,1526.111,98,1522.1367
72.00,1350.1173,69,1360.314
69.00,1453.6608,72,1443.4641
77.00,1597.0096,89,1589.769
89.00,1612.3627,77,1619.6033
90.00,1651.4359,85,1654.4844
85.00,1360.314,90,1357.2655
70.00,1586.381,84,1578.757
84.00,1612.3573,70,1619.9813
98.00,1282.2396,72,1300.184
72.00,1357.2655,98,1339.3212
52.00,1420.5378,50,1424.0957
50.00,1443.4641,52,1439.9063
87.00,1300.184,85,1303.9926
85.00,1339.3212,87,1335.5126
81.00,1654.4844,95,1634.7554
95.00,1619.9813,81,1639.7103
82.00,1589.769,90,1570.816
90.00,1424.0957,82,1443.0487
87.00,1335.5126,103,1332.8267
103.00,1578.757,87,1581.4429
81.00,1522.1367,69,1534.3184
69.00,1634.7554,81,1622.5737
105.00,1570.816,87,1573.3589
87.00,1303.9926,105,1301.4497
84.00,1639.7103,68,1643.1975
68.00,1443.0487,84,1439.5615
92.00,1581.4429,78,1587.3318
78.00,1301.4497,92,1295.5608
71.00,1439.5615,73,1436.0485
73.00,1619.6033,71,1623.1163
87.00,1439.9063,61,1459.2206
61.00,1534.3184,87,1515.004
68.00,1587.3318,72,1584.0746
72.00,1643.1975,68,1646.4547
80.00,1622.5737,62,1624.364
62.00,1295.5608,80,1293.7705
74.00,1436.0485,69,1446.5123
69.00,1459.2206,74,1448.7567
81.00,1646.4547,87,1633.692
87.00,1584.0746,81,1596.8373
90.00,1624.364,81,1627.8087
81.00,1293.7705,90,1290.3258
84.00,1515.004,77,1528.7471
77.00,1573.3589,84,1559.6158
105.00,1633.692,111,1627.6544
111.00,1596.8373,105,1602.8749
71.00,1528.7471,83,1514.0106
83.00,1559.6158,71,1574.3523
69.00,1446.5123,85,1442.62
85.00,1623.1163,69,1627.0087
79.00,1442.62,81,1439.172
81.00,1627.0087,79,1630.4567
67.00,1514.0106,65,1521.9442
65.00,1574.3523,67,1566.4187
91.00,1602.8749,95,1599.1079
95.00,1627.8087,91,1631.5757
70.00,1631.5757,86,1620.7981
86.00,1599.1079,70,1609.8855
73.00,1521.9442,83,1517.8278
83.00,1630.4567,73,1634.5731
82.00,1634.5731,75,1637.7722
75.00,1517.8278,82,1514.6287
101.00,1620.7981,82,1630.8339
82.00,1609.8855,101,1599.8497
75.00,1599.8497,82,1589.1995
82.00,1630.8339,75,1641.4841
95.00,1637.7722,98,1631.6973
98.00,1514.6287,95,1520.7036
82.00,1631.6973,85,1625.8787
85.00,1520.7036,82,1526.5222
58.00,1526.5222,74,1520.6797
74.00,1625.8787,58,1631.7212
88.00,1631.7212,96,1619.4495
96.00,1641.4841,88,1653.7559
71.00,1653.7559,73,1650.0231
73.00,1619.4495,71,1623.1823
75.00,1650.0231,90,1629.7996
90.00,1623.1823,75,1643.4058
69.00,1629.7996,71,1623.3442
71.00,1643.4058,69,1649.8611
84.00,1623.3442,91,1612.5433
91.00,1649.8611,84,1660.662
69.00,1462.8175,59,1475.5382
59.00,1621.7465,69,1609.0258
68.00,1343.9944,72,1339.9094
72.00,1551.064,68,1555.1489
67.00,1609.0258,91,1595.2878
91.00,1585.6575,67,1599.3954
79.00,1375.87,73,1387.302
73.00,1596.9908,79,1585.5588
80.00,1555.1489,72,1560.8014
72.00,1339.9094,80,1334.257
84.00,1595.2878,79,1604.3054
79.00,1568.1497,84,1559.1321
77.00,1516.7598,67,1522.4897
67.00,1475.5382,77,1469.8082
61.00,1387.302,85,1382.7233
85.00,1585.5588,61,1590.1376
77.00,1604.3054,75,1606.6287
75.00,1334.257,77,1331.9337
73.00,1599.3954,67,1606.3076
67.00,1469.8082,73,1462.896
83.00,1522.4897,79,1527.4233
79.00,1559.1321,83,1554.1985
77.00,1606.6287,65,1622.0386
65.00,1590.1376,77,1574.7277
80.00,1606.3076,68,1616.1554
68.00,1462.896,80,1453.0482
77.00,1331.9337,88,1325.8987
88.00,1574.7277,77,1580.7627
70.00,1622.0386,62,1627.9341
62.00,1616.1554,70,1610.2599
79.00,1554.1985,77,1557.8418
77.00,1382.7233,79,1379.08
91.00,1560.8014,76,1568.5132
76.00,1527.4233,91,1519.7115
85.00,1379.08,75,1391.3054
75.00,1325.8987,85,1313.6732
75.00,1610.2599,70,1617.5437
70.00,1519.7115,75,1512.4277
66.00,1568.5132,85,1558.5376
85.00,1580.7627,66,1590.7383
78.00,1512.4277,62,1527.2979
62.00,1627.9341,78,1613.064
59.00,1453.0482,74,1441.3911
74.00,1590.7383,59,1602.3954
66.00,1391.3054,64,1401.424
64.00,1558.5376,66,1548.4191
78.00,1401.424,72,1417.2612
72.00,1557.8418,78,1542.0045
74.00,1602.3954,78,1596.6382
78.00,1527.2979,74,1533.0551
81.00,1617.5437,65,1620.9618
65.00,1417.2612,81,1413.8431
92.00,1613.064,84,1619.9042
84.00,1441.3911,92,1434.5509
88.00,1313.6732,83,1326.6201
83.00,1620.9618,88,1608.0149
66.00,1596.6382,77,1587.3921
77.00,1542.0045,66,1551.2506
63.00,1413.8431,58,1421.3851
58.00,1533.0551,63,1525.5131
91.00,1619.9042,98,1612.3525
98.00,1548.4191,91,1555.9707
89.00,1612.3525,74,1627.7977
74.00,1551.2506,89,1535.8054
65.00,1555.9707,68,1551.7208
68.00,1525.5131,65,1529.7629
79.00,1326.6201,91,1324.8341
91.00,1608.0149,79,1609.8009
69.00,1587.3921,61,1590.2491
61.00,1434.5509,69,1431.6938
92.00,1551.7208,73,1572.6923
73.00,1535.8054,92,1514.834
66.00,1529.7629,83,1515.0094
83.00,1627.7977,66,1642.5513
74.00,1431.6938,104,1409.2742
104.00,1324.8341,74,1347.2538
83.00,1421.3851,88,1419.5585
88.00,1609.8009,83,1611.6276
96.00,1611.6276,85,1617.0704
85.00,1347.2538,96,1341.8109
69.00,1409.2742,79,1401.1808
79.00,1572.6923,69,1580.7856
107.00,1642.5513,79,1655.05
79.00,1419.5585,107,1407.0597
76.00,1515.0094,79,1512.3889
79.00,1590.2491,76,1592.8696
81.00,1580.7856,63,1591.8798
63.00,1401.1808,81,1390.0867
83.00,1341.8109,103,1323.2826
103.00,1407.0597,83,1425.588
90.00,1514.834,68,1526.3795
68.00,1512.3889,90,1500.8434
76.00,1655.05,70,1658.8947
70.00,1591.8798,76,1588.0352
67.00,1592.8696,68,1590.4541
68.00,1617.0704,67,1619.486
83.00,1500.8434,82,1504.6969
82.00,1588.0352,83,1584.1816
55.00,1390.0867,57,1387.7493
57.00,1658.8947,55,1661.2321
80.00,1590.4541,84,1582.3982
84.00,1619.486,80,1627.5419
103.00,1627.5419,92,1638.5062
92.00,1526.3795,103,1515.4152
83.00,1425.588,80,1427.877
80.00,1323.2826,83,1320.9937
89.00,1582.3982,80,1596.0134
80.00,1584.1816,89,1570.5664
58.00,1596.0134,66,1580.546
66.00,1320.9937,58,1336.4611
96.00,1515.4152,84,1528.0571
84.00,1638.5062,96,1625.8643
64.00,1387.7493,58,1395.9703
58.00,1504.6969,64,1496.4758
80.00,1570.5664,75,1574.5837
75.00,1336.4611,80,1332.4437
78.00,1496.4758,64,1501.7899
64.00,1395.9703,78,1390.6563
88.00,1661.2321,80,1663.0667
80.00,1427.877,88,1426.0424
86.00,1528.0571,93,1523.6537
93.00,1580.546,86,1584.9495
55.00,1390.6563,51,1395.5641
51.00,1426.0424,55,1421.1345
81.00,1332.4437,92,1324.0662
92.00,1501.7899,81,1510.1675
80.00,1584.9495,91,1575.4537
91.00,1523.6537,80,1533.1494
68.00,1421.1345,71,1416.9714
71.00,1395.5641,68,1399.7272
95.00,1625.8643,90,1629.5691
90.00,1574.5837,95,1570.8789
69.00,1416.9714,83,1411.4578
83.00,1510.1675,69,1515.6812
82.00,1533.1494,95,1528.7979
95.00,1663.0667,82,1667.4182
69.00,1629.5691,64,1637.7083
64.00,1570.8789,69,1562.7397
101.00,1575.4537,82,1578.337
82.00,1324.0662,101,1321.1829
89.00,1528.7979,86,1530.9172
86.00,1411.4578,89,1409.3384
76.00,1578.337,69,1584.4912
69.00,1399.7272,76,1393.573
92.00,1562.7397,69,1572.4447
69.00,1515.6812,92,1505.9762
76.00,1505.9762,70,1511.719
70.00,1530.9172,76,1525.1744
74.00,1584.4912,87,1578.962
87.00,1667.4182,74,1672.9474
79.00,1409.3384,74,1419.9539
74.00,1637.7083,79,1627.0928
97.00,1525.1744,79,1530.5361
79.00,1393.573,97,1388.2113
80.00,1578.962,90,1574.5309
90.00,1672.9474,80,1677.3785
73.00,1627.0928,92,1597.4696
92.00,1511.719,73,1541.3422
72.00,1572.4447,65,1573.9802
65.00,1321.1829,72,1319.6473
102.00,1530.5361,95,1535.8776
95.00,1319.6473,102,1314.3059
77.00,1574.5309,78,1571.4229
78.00,1541.3422,77,1544.4502
97.00,1573.9802,79,1582.5138
79.00,1535.8776,97,1527.344
77.00,1571.4229,92,1549.4989
92.00,1314.3059,77,1336.2299
59.00,1388.2113,83,1382.4568
83.00,1544.4502,59,1550.2047
103.00,1527.344,104,1523.1915
104.00,1419.9539,103,1424.1063
83.00,1424.1063,77,1432.1871
77.00,1336.2299,83,1328.149
113.00,1523.1915,108,1535.1583
108.00,1597.4696,113,1585.5028
96.00,1549.4989,76,1554.2751
76.00,1382.4568,96,1377.6805
70.00,1585.5028,82,1568.9382
82.00,1377.6805,70,1394.2451
75.00,1328.149,106,1322.9038
106.00,1535.1583,75,1540.4036
71.00,1677.3785,67,1679.8882
67.00,1568.9382,71,1566.4286
90.00,1582.5138,85,1586.642
85.00,1554.2751,90,1550.147
73.00,1394.2451,70,1400.4379
70.00,1322.9038,73,1316.7111
69.00,1566.4286,68,1571.7856
68.00,1550.2047,69,1544.8477
